project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Harold Simmons Park: West Overlook Park,TABS2025020277,"Events Center, Cafe, Pavilion, Restroom Buildings","2601 N. Beckley, Dallas, TX 75208",Dallas,11/1/2025,8/1/2028,"$135,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","To develop a public park that will encompass several newly constructed buildings, such as; Event Building, Cafe, Pavilion and Restroom Building. ","48,000 ft 2",Trinity Park Conservancy,"305 W. Commerce #105, Dallas, Texas 75208",(817) 366-0613,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020277
Grace Revolution Church,TABS2025020263,Grace Revolution Church,"3029 Forest Lane, Dallas, TX 75234",Dallas,7/31/2025,8/31/2026,"$14,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Alteration of an existing building to church use. ,"59,770 ft 2",Elizabeth Gabriel,"8800 N Tarrant Pkwy #100, North Richland Hills, Texas 76182",(888) 819-8931,,Oxley Architects,"911 Houston Street Suite 201, Fort Worth, Texas 76102",(817) 380-8366,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020263
Creeks of Homestead - Trails,TABS2025020261,Creeks of Homestead,"2023 North Westmoreland Road, Desoto, TX 75115",Dallas,1/8/2025,1/10/2026,"$3,500,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Construction of an extension of the Roy Orr Trail in Desoto, Texas","62,000 ft 2",Wildwood Development,"1130 North Westmoreland Road, Desoto, Texas 75115",214-679-4876,,Kendall + Landscape Architecture,"6976 Santa Barbara Dr, Dallas, Texas 75214",214-739-3226,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020261
I-20 Logistics Park - Building 1 - Spec Office 2,TABS2025020238,I-20 Logistics Park - Building 1,"35500 LBJ Freeway, Dallas, TX 75241",Dallas,5/1/2025,8/1/2025,"$600,000",New Construction,"This project is privately funded, on private land for private use.","New 5,111 speculative office area within an existing 1,014,254 SF Warehouse.","5,111 ft 2",BCIF I20 Logistics Park LLC,"518 17th St, Floor 17, Denver, Colorado 80202",(469) 578-9953,,GSR Andrade Architects,"2001 North Lamar Street, Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020238
Chipotle Shell Shiloh & Arapaho,TABS2025020237,Chipotle Mexican Grill,"4680 N. Shiloh Rd, Garland, TX 75044",Dallas,7/7/2025,11/14/2025,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.",New cold/dark shell building.,"2,385 ft 2",Noble Garland LLC,"4619 Insurance Lane, Dallas, Texas 75205",(682) 774-1986,,Rogue Architects,"513 Main St Ste 202, Fort Worth, Texas 76102",(817) 820-0433,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020237
Dallas ISD Org 240 Frank Guzick Renovation,TABS2025020232,DISD Frank Guzick Elementary School,"2001 N. Lamar Street 5000 Berridge Ln, Dallas, TX 75227",Dallas,8/1/2025,2/28/2026,"$650,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Reconfigure reception area, provide new fire alarm system, and marquee signage.","1,359 ft 2",Dallas Independent School District,"9400 N. Central Expressway, Dallas, Texas 75231",(972) 925-7200,,RGM Architects LLC,"2001 N. Lamar Street Suite 200, Dallas, Texas 75202",(214) 718-5650,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020232
Electrical Room,TABS2025020225,Medical City Dallas Building A,"7777 Forest Lane Suite A102, Dallas, TX 75230",Dallas,6/30/2025,9/22/2025,"$63,400",Renovation/Alteration,"This project is privately funded, on private land for private use.",A 668 tenant renovation for open work and electrical room. ,668 ft 2,HCP DR MCD LLC,"7777 Forest Lane C-840, Dallas, Texas 75230",(214) 404-9298,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020225
PREMIER CARDIOVASCULAR CARE,TABS2025020221,3650 W. Wheatland,"3650 W. Wheatland Rd, Dallas, TX 75237",Dallas,7/15/2025,9/15/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation of an existing medical clinic to include reconfiguration and expansion of exam rooms, updates to interior finishes throughout the space, and corresponding structural, (MEP) modifications to support","3,802 ft 2",Premier REH,"6823 Brookshire Dr. -, Dallas, Texas 75230",(214) 326-9589,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020221
MEJIA WAREHOUSE,TABS2025020215,MEJIA WAREHOUSE,"1109 KATY STREET, Lancaster, TX 75146",Dallas,6/16/2025,12/29/2025,"$300,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION SHELL WAREHOUSE,"6,000 ft 2",MARCO MEJIA,"840 KATY STREET, LANCASTER, Texas 75146",(214) 952-7997,,CLASSIC DESIGN GROUP,"4142 BRITON CT, GRAND PRAIRIE, Texas 75052",(817) 999-7351,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020215
MEJIA WAREHOUSE,TABS2025020214,MEJIA WAREHOUSE,"1105 KATY ST, Lancaster, TX 75146",Dallas,6/16/2025,12/29/2025,"$300,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION SHELL WAREHOUSE,"6,000 ft 2",MARCO MEJIA,"840 KATY ST, LANCASTER, Texas 75146",(214) 952-7997,,CLASSIC DESIGN GROUP,"4142 BRITON COURT, GRAND PRAIRIE, Texas 75052",(817) 999-7351,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020214
